topic,text
-1,"Ricardo de Burgos Bengoetxea, you left an enormous legacy. You've had them well placed to expel the most provocative and protected soccer player in recent years.

A pity that, after this, he will be harassed from the dairy farm and the man from above will send him to the 3rd regional.

HONOR ğŸ‘ https://t.co/OcEkwq7dzp"
-1,"You realize that we are in good hands, when from the dairy farm and the most trumpeter and bully like Ma u CarreÃ±o de Flo, they talk like this about Lporta. He's been looking for him to resign for a year and you're not going to succeed in failure. Not even your family can hear you https://t.co/NhNuMAvDnX"
-1,"The RMTV campaign and the entire dairy farm is working, good work... two games that had to expel RM players, they don't even show yellow, Ceballos simulating a blow to the face, Vinicius insulting referees, Valverde punching a player, etc."
-1,"This was the gastronomic stop in Asturias by Ibai Llanos and Gerard PiquÃ©: â€œIt has an abundant supplyâ€ .- Frames of the stories uploaded by Ibai Llanos to Instagram 
 
 
April 26, 2023
 . Updated at 10:51am.
 
The express tour of 
Ibai Llanos
 and 
Gerard PiquÃ©
 through 
Asturias
 has not left anyone indifferent. The Basque â€œstreamerâ€ and the former soccer player of the Barcelona Football Club were yesterday recording several advertising actions for 
social networks
 In the 
â€œLa Peruyeiraâ€ livestock
, within a collaboration agreement with 
Central Lechera Asturiana
.
 
Ibai Llanos
 shared on his Twitter profile a photo with 
Gerard PiquÃ©
,
 posing with several cows from the livestock farm located in the town of Tol, in the council of 
Castropol
."
-1,"The RMTV campaign and the entire dairy farm is working, good work... two games that had to expel RM players, they don't even show yellow, Ceballos simulating a blow to the face, Vinicius insulting referees, Valverde punching a player, etc."
-1,"Central Lechera Asturiana becomes the Best Website in Asturias .- Thursday, May 4, 2023, 17:32













 
 




 
 












Central Lechera Asturiana
 It won the award for the 
Best website in Asturias 2022
. The dairy company achieved this recognition, just a few minutes after it was also chosen as the Best Business Website in the Principality. And these two successes took place, thanks to the 24th edition of the 
Best website in Asturias competition
, which is convened every year by EL COMERCIO, with the support of the Government of the Principality, Impulsa and Aanca.


Juan Antonio SuÃ¡rez, from Central Lechera, couldn't hide the emotion when he collected his two awards and confessed that â€œwinning one prize is very good and winning two is already a wonderâ€, he laughed."
-1,"The RMTV campaign and the entire dairy farm is working, good work... two games that had to expel RM players, they don't even show yellow, Ceballos simulating a blow to the face, Vinicius insulting referees, Valverde punching a player, etc."
-1,"Ibai Llanos and PiquÃ©, on an express visit to Asturias .- The popular streamer 
Ibai Llanos
 and the former soccer player of the Barcelona Football Club, 
Gerard PiquÃ©
, a successful couple in recent months, have been on this Tuesday. They visited a cattle ranch in Castropol, and the streamer uploaded a photo with PiquÃ© surrounded by cows, which has had a big impact on social networks. Specifically, they have been at the La Peruyeira cattle ranch, in the parish of Tol.
It should be remembered that Ibai Llanos and Central Lechera Asturiana signed an agreement a few months ago to make young people aware of the importance of consuming 
dairy products."
-1,"Ibai Llanos and PiquÃ©, on an express visit to Asturias .- The popular streamer 
Ibai Llanos
 and the former soccer player of the Barcelona Football Club, 
Gerard PiquÃ©
, a successful couple in recent months, have been on this Tuesday. They visited a cattle ranch in Castropol, and the streamer uploaded a photo with PiquÃ© surrounded by cows, which has had a big impact on social networks. Specifically, they have been at the La Peruyeira cattle ranch, in the parish of Tol.
It should be remembered that Ibai Llanos and Central Lechera Asturiana signed an agreement a few months ago to make young people aware of the importance of consuming 
dairy products."
-1,"The RMTV campaign and the entire dairy farm is working, good work... two games that had to expel RM players, they don't even show yellow, Ceballos simulating a blow to the face, Vinicius insulting referees, Valverde punching a player, etc."
0,But if he left him the other day with the one he was with... Go with the Asturian dairy farm. https://t.co/Dl81IKm4ER
0,The media at the dairy farm? Is there one that is not controlled by Florentino PÃ©rez? https://t.co/MjWHMpgGe6
0,"I don't know what you're surprised friend @ApuestaVerde99. If it occurs to them to talk more than two days about it, they quickly run out of work. Not even the god of the cavemen at the Mamadora milk plant does not dare. https://t.co/gZdVeoGKyc"
0,"This is for the â€œlittle thingsâ€ from three to the room who say Xavi is complaining, it turns out that Zidane is another gardener. What a wimp the cavemen of the suckling milk plant. Let's see if they say anything about this????? https://t.co/ugWoX0OowI"
0,The Asturian dairy farm https://t.co/HHrA8Cc0Ag
0,The Asturian dairy farm https://t.co/VYHXtBjfoV
0,"Alex Baena, it doesn't matter if three months ago you said or didn't say what they say, the fact is that you have to justify if or if the aggression and the dairy farm has already started the machinery to work, there is only one victim here and they are the same as always."
0,For a moment it amuses me to think about the cows that my aunt has and that they give milk to the Asturian Dairy Plant and that Ibai and PiquÃ© have presented themselves at her farm. https://t.co/flI7jOsOb9
0,The cavemen at the Mamadora milk plant will not say anything about this. Disgust is what they give. They cover it all up https://t.co/QnuR3PAvNZ
0,And they said that the people from the dairy farm were not going to show up here they have @JoanLaportaFCB @LaLiga https://t.co/sHGS7wWQbX
1,"EDP and Central Lechera Asturiana renew their agreement on self-consumption with a dozen installations in operation and 60 in the portfolio https://t.co/z3b3rOqNsp through @El Campo de Asturias 
@LecheAsturiana @EnergiaEDP"
1,#EDP points out that Central Lechera Asturiana is self-consuming more than 64% of the energy produced by its solar installation. https://t.co/4sizzp9qO7
1,"Asturian cheese, on the podium in Madrid .- Asturian cheese has been flying high for a long time and has demonstrated muscle at the SalÃ³n Gourmets in Madrid. There, in the final of the Spanish cheese championship, two products were made in, which won a bronze medal. 
 
 These were the Master Cheesemaker Los Beyos and the Cabrales Quesera del Cares. The first is made by 
Central Lechera Asturiana
, while the second is the work of Marino GonzÃ¡lez, with a cheese factory in Arenas. In the final â€”which was attended by a hundred brands out of 800 that were presented from all over the countryâ€”four other Asturians arrived: the MÃ¡ximo de Rey Silo, one of goat in trunk from the AgrovaldÃ©s cooperative, the Peralzola de La Peral and the Cabrales Tordin Reserva."
1,"EDP and Central Lechera Asturiana renew their agreement on self-consumption
https://t.co/xBhpZbtJSF"
1,"Central Lechera and EDP will install solar panels on 60 farms in Asturias .- Central Lechera Asturiana and EDP signed an agreement this Wednesday at the headquarters of the dairy company with which it is planned to install solar energy panels on at least 60 livestock farms in the region. To date, there are nine farms supplying Central Lechera that have these panels, with a total of 135 kilowatts (kW) of installed power.

 
 Thanks to the plates, these farms enjoy a level of self-consumption greater than 64% and a combined savings in carbon dioxide (CO2) emissions of 20%."
1,@EnergiaEDP and @LecheAsturiana renew their agreement to promote energy self-consumption. The farmers of Central Lechera Asturiana who have built a solar installation with EDP are self-consuming more than 64% of the energy produced https://t.co/k7bfovHuYj
1,"EDP and Central Lechera Asturiana renew their agreement on self-consumption .- Farmer of Central Lechera Asturiana with their self-consumption panels.
EDP and Central Lechera Asturiana (CLA) today signed the renewal of the agreement that both companies signed two years ago to promote energy self-consumption among the more than 
500 members of the cooperative
, 'betting on sustainability and energy savings', according to EDP.
The energy company points out that the farmers of Central Lechera Asturiana who have set up a solar installation are consuming themselves
 more than 64% 
of the energy produced, which has led CLA to renew its alliance with the electricity company."
1,"Central Lechera Asturiana and EdP extend solar self-consumption to 60 more livestock farms .- To reduce the electricity bill and increase the competitiveness of livestock farms, while contributing to sustainable development. These are the advantages of the agreement to promote energy self-consumption that Central Lechera Asturiana and EdP renewed this Wednesday, as pointed out by the president of the dairy group, Alberto Ãlvarez. An initiative in which both companies began working three years ago and through which nine livestock farms have already incorporated photovoltaic installations, and another 60 are already in the pipeline, â€œawaiting aid from the Administration,â€ explained the general director of Central Lechera Asturiana, Francisco San MartÃ­n."
1,"EDP and Central Lechera Asturiana renew their agreement to promote energy self-consumption.- OVIEDO, 3 May. (EUROPA PRESS) -

The farmers of Central Lechera Asturiana who have built a solar installation with EDP are self-consuming more than 64% of the energy produced, which translates into an estimated average savings higher than when Central Lechera Asturiana and EDP began to promote self-consumption of energy among the nearly 1,000 members of the cooperative. As a result of this situation, Central Lechera Asturiana has chosen to reaffirm its alliance with EDP to continue promoting self-consumption among its farmers, betting on sustainability and energy savings."
1,EDP and Central Lechera Asturiana renew their agreement on self-consumption https://t.co/RFlnJp5rrF through @cincodiascom
2,"Madridism and the dairy farm have already sentenced Baena, and Valverde is a hero... Valverde thought about it days ago with his performance, https://t.co/CdcR6iUsas"
2,"What if he didn't say it? What do we do with Valverde? Oh, it's from the RM... it becomes Baena who waits in the parking lot and punches Valverde, the Madridism and the minimum dairy farm would ask for 20 games of expulsion https://t.co/jX12QoCOPJ"
2,The manipulation by the dairy farm is so great that they are going to make Valverde the victim and Baena the bad guy in the story.
2,"You take for granted what the Valverde environment says... we have to believe Valverde, if Gavi does, the entire dairy farm would already be asking for minimum imprisonment... but it's Valverde, RM player. https://t.co/k7tcnufhEQ"
2,"Baena has already lost the battle, the entire milk plant (press related to the RM) has already ruled that Baena is guilty and that he deserved the punch. If instead of Valverde it were any player in the league who punches, Baena was innocent."
2,"Valverde punched Baena and for the Central Lechera the victim is the Uruguayan. We should check what Baena said, that Bonino is capable of lying. 
If there is no evidence, the sanction against Valverde should be at least 4 months, like SuÃ¡rez."
2,"But how do you pass Gavi eh ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚
Ceballos and Valverde from the worst thing there is in Spanish football protected by the media cavern of the plateau, the milk center https://t.co/XP17oIautY"
2,"But how do you pass Gavi eh ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚
Ceballos and Valverde from the worst thing there is in Spanish football protected by the media cavern of the plateau, the milk center https://t.co/XP17oIautY"
2,"But how do you pass Gavi eh ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚
Ceballos and Valverde from the worst thing there is in Spanish football protected by the media cavern of the plateau, the milk center https://t.co/XP17oIautY"
2,"But how do you pass Gavi eh ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚
Ceballos and Valverde from the worst thing there is in Spanish football protected by the media cavern of the plateau, the milk center https://t.co/XP17oIautY"
3,"Controversy over food processor and low-fat products delivered to a women's race in Spain .- Published:
 May 9, 2023 3:13 AM GMT 
 â€œIf you succeed, housewife, and if not, at least lose weight,â€ the country's Secretary of State for Equality criticized the gifts. 
A women's race held last Sunday in Madrid (Spain) to make visible the fight against gender-based violence was involved in controversy due to some gifts that were given to the winners and that the Government branded as sexist.
The person who achieved first place in the Women's Race Central Lechera Asturiana, in which more than 32 participated."
3,"Madrid Women's Race 2023: schedule, route and traffic cuts on Sunday, May 7 .- Madrid hosts the 2023 Central Lechera Asturiana Women's Race on Sunday, May 7. More than 30,000 women will walk the streets of the capital this Mother's Day on this 7.2-kilometer route in which the competitors will try to beat their own brands and achieve objectives.
The race will start at 9:00 a.m. All participants will have 90 minutes to complete the tour. Once again, the objective of this Women's Race is none other than to promote the regular practice of sports among women and healthy lifestyle habits, reduce the social and educational gaps suffered by women and fight against the prevention and treatment of cancer, which is why, at the end of the circuit, the organization will make a donation to the Spanish Association against Cancer."
3,"ğŸ“£ Today, the Central Lechera Asturiana Women's Race in Vitoria - Gasteiz was officially presented, which will be held on Sunday starting at 10:30am and which will bring together more than 3,000 women who will complete running or walking the just over 5.5 km
https://t.co/gr3bjLQgAe https://t.co/XDK06ZUPLM"
3,"2023 Women's Race in Valencia: schedule and route of the race on Sunday, April 23 .- The city of 
Valencia
 Next Sunday, April 23, will bring together 8,000 participants (2000 more than in 2022) in the
 Carrera de la Mujer Central Lechera Asturiana
, which will be the second round of the national circuit of the biggest women's sporting event in Europe. 
This information was announced at the official presentation of the event, which took place this Wednesday at the Municipal Sports Foundation of the Valencia City Council and which included the participation of Javier Mateo, Councilor for Sports of the Valencia City Council; Carla Climent, coordinator of the Comprehensive Care Center for Women ALANNA; sisters Ana and Carmen Amaro, athletes; and Henar Calleja, spokesperson for the organization of the Women's Race."
3,"ğŸ“£ğŸ“² IMPORTANT INFORMATION VITORIA-GASTEIZ Women's Career
And remember that you can register online until tomorrow Friday!
On Sunday, May 21 at 10:30am, the Central Lechera Asturiana Women's Race in Vitoria-Gasteiz will start. https://t.co/ytpDK9efM3"
3,"VillacÃ­s highlights the values of 'companionship, affection and positivity' transmitted by the Women's Career .- Image/Madrid City Council








 


The Deputy Mayor of 
Madrid
, 
BegoÃ±a VillacÃ­s
, attended this Thursday the presentation of the 
XIX Women's Race Central Lechera Asturiana de Madrid
, 'the true manifestation of women', as she explained, 'where values such as positivity, affection or companionship prevail'. 


The race will be held next Sunday, May 7, coinciding with the 
Mother's Day
.




Accompanied by the Deputy Councilor for 
Sport
, SofÃ­a Miranda, VillacÃ­s highlighted that this race brings together women of all kinds 'those who are overcoming or have overcome cancer, women victims of trafficking, or those who suffer gender-based violence', while defending 'the spirit' of the 'pink tide', and the 'energy that sows'."
3,"Today, the Central Lechera Asturiana Women's Race in Madrid was officially presented, which will be held on Sunday starting at 9AM and which will bring together more than 30,000 participants coinciding with the #DÃ­adelaMadre #MareaRosa 
ğŸ“¢ https://t.co/wNSRmRxX4k https://t.co/PIw5AVvGry"
3,"More than 3,000 runners will participate this Sunday in the Women's Race in Vitoria .- Former gymnast Almudena Cid will be honored before the start and a gigantic pink ribbon will be displayed at the initiative of Banco Santander
 
 MADRID, 17 (EUROPA PRESS)
 More than 3,000 runners will participate this Sunday in the Central Lechera Asturiana Women's Race in Vitoria-Gasteiz, in which they will complete the approximately 5.5 kilometers running or walking, starting and finishing, starting and finishing in the Mendizabala car park, the organizers announced at their official presentation. The presentation ceremony was attended by Livia Claudia LÃ³pez GutiÃ©rrez, Councilor for Sport and Health of the Vitoria-Gasteiz City Council; Ana Rosa LÃ³pez de Uralde, Regional Sports Director; the athlete MartÃ­n Fiz, president of the Central Women's Career; Maiteder Intxaurraga Castro, patient and member of the Spanish Association of Metastatic Breast Cancer; and Henar Calleja, spokesperson for the Women's Career."
3,"More than 30,000 participants will meet this Sunday at the Women's Race .- Thursday, May 4, 2023
, 
8:01 p.m.
The Deputy Mayor of Madrid, 
BegoÃ±a VillacÃ­s
, accompanied by the Deputy Councilor for Sport, 
SofÃ­a Miranda
, attended this Thursday the presentation of the 
XIX Women's Race Central Lechera Asturiana in Madrid, 
which will be celebrated next Sunday, May 7, coinciding with Mother's Day.


VillacÃ­s, who described this race as â€œthe true manifestation of womenâ€, highlighted that it brings together women of all kinds â€œthose who are overcoming or have overcome cancer, women victims of trafficking, or those who suffer from gender-based violenceâ€."
3,"ğŸ“£ IMPORTANT INFORMATION Madrid Women's Career
On Sunday, May 7 at 9:00 a.m., the XIX Central Lechera Asturiana Women's Race in Madrid will begin.
https://t.co/BsxhciBQWU https://t.co/sEi8ArQ1sj"
4,"The RM files a complaint with the Prosecutor's Office on the Vinicius issue, but it is silent with homophobic insults to Guardiola... I call that hypocrisy. The RM and all the press at the milk plant are about the little sister of charity. Now they will say that at the Bernabeu they don't insult."
4,"The bull that Vinicius has with the referees is shameful, they don't dare to expel him because of the pressure of the dairy plant https://t.co/sBdHuwyP97"
4,"At the age of 18, Vinicius played in Segunda B. There was nothing or very little talk about him.

At the age of 18, Gavi is the undisputed starter in BarÃ§a and in the Spanish national team. He has all the Spanish journalism of the Central Lechera against him.

We left it there."
4,"What a piece of scoundrel, a bad athlete, he doesn't know how to lose and the worst of all is that he doesn't know how to win. I hope I don't hear from the press at the dairy farm that there is racism against him. @lamacope you're calling
Rey may one day face your son and see what you think. ğŸ¤šğŸ¼ https://t.co/yjKl09xUr3"
4,"Exactly the values of Madrid and its fans. The truth is that if someone breaks Vinicius in two that no matter how much I don't like him, I don't want him. Madridistas shouldn't have a moral opinion.!! But we all know that if they blow at him, they cry. Well is the story of the dairy farm https://t.co/F0L3Ee87I6"
4,"Ancelotti has forgotten to say that Vinicius most of the cards that Vinicius has are due to protest, and that they have forgiven him Rojas because he is Vinicius... the Central Dairy Center criticizing the aggressiveness against Vinicius, when they did it to Neymar they applauded."
4,"THE ONLY BLACK PLAYER WHO HAS BEEN INSULTED IN LIGA IN 100 YEARS IS VINICIUS... ğŸ¤£ğŸ¤£ğŸ¤£ DANI ALVES WHO EVEN THREW A BANANA AT HIM AND ATE IT, I DIDN'T SEE THE CENTRAL LECHERA CRY SO MUCH BECAUSE OF RACISM."
4,"The problem in the Vinicius case is that for the dairy farm, Vinicius' behavior is always correct, but when another player does it, Neymar is at the time the player's fault. Different measuring sticks. If Vinicius played for another team, he wouldn't be defended the same way."
4,"Madridism and the dairy farm thinking that there is racism against Vinicius. If Vinicius were white, yellow or red, he would be insulted anyway. Is Rodrigo insulted? Rudiger? Poplar? Tchoumeani? Mendy? Etc,? Vinicius doesn't like him... https://t.co/al2qWOBFme"
4,"For Madridism, the excuse they make is that there is racism with Vinicius... one day Vinicius will make a â€œPepeâ€ but the dairy center will say that it is the fault of the rival player... They have done the same with â€œValverde el Santoâ€ https://t.co/oNxuvns0v2"
5,"For now I am unable to swallow the fact that Joselu's subnormal will sign for Real Madrid. Not to replace Mariano's tick, much less instead of Benzema. The shock would be apocalyptic. Of course: the Central Lechera would sell Joselu to us as Batistuta's cousin."
5,"Juanma CastaÃ±o talking about Valencia - Real Madrid. But we don't know the result of the match.
This is the story of La Central Lechera and La Caverna."
5,"The Cavern dominates the story:
It turns the one with the punch into a victim, and makes it go through a Catalan-independence tantrum, which is only protecting the image of those who sponsor the team and pay the payroll.
But the sheep that drinks from Central Lechera swallows everything."
5,"As y Marca, the Madrid newspapers, the Central Lechera and the hooker who gave birth to them narrating the celebration of BarÃ§a.
Has there ever been talk in Sport or Mundo Deportivo in a non-derogatory way of any celebration in Madrid?
More than 20 years of bribes are slow to be forgotten."
5,"The CENTRAL LECHERA â€œsellingâ€ another European FEAT x beat 2-0 in the Bernabeu to the 11th in the Premier League and with 10 players...
 Not even the Socialist Party dominates the STORY as much as they do. ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ‘‡ https://t.co/N4pjtCIPuC"
5,"So magically today is the #CopaDelRey always an important trophy and not a shot as they have called it in the dairy farm when Barcelona wins it?

All that remains is for them to say that it is more important than winning the league..."
5,"But didn't the RM, the Central Lechera and all the Madridista journalism say that the Copa del Rey was the one with the shot? #CopaDelRey"
5,"The new story of Central Lechera is that Madrid is a historically persecuted team, that it was the only one that fought against the Franco regime, and that seeks justice in sports. And many pro-Madrid supporters believe it. @ierrejon needs to say something too"
5,"I thought the Central Lechera was Spanish, now instead of being a league, it's League. If the BarÃ§a Negreira League wins, Villarato, Clos GÃ³mez... if the RM wins it, the best one has won, he deserves it, he has fought until the end, they don't give us anything, we are superior... SPAIN"
5,We are one hour away from the Central Lechera starting to sell that this year the Copa del Rey is a trophy superior to the Champions League and the League together ğŸ¤£ğŸ¤£ https://t.co/YVxrJ2ToUv
6,"It is clear that the dairy farm prefers BarÃ§a outside Europe to go down to 2nd. Reason? If it goes down to 2nd the league, so is Movistar Madrid, and that doesn't matter, and the first one that doesn't interest it is the RM... I encourage the Culers to unsubscribe from Movistar, Dazn and Orange."
6,"âœï¸ That Barcelona hasn't bought the referees, there was no need to call a press conference.

BarÃ§a has already been tried and massacred, the damage has already been done.

This press conference will only serve to get the dairy farm back on the attack.

The ğŸ’© story more wiggles the more it smells https://t.co/EteCBqxIke"
6,For the dairy farm it's only Negreira League when BarÃ§a wins https://t.co/SZOhkzj6WT
6,"The fact that the dairy farm blames Negreira that they are third parties is another example of the neuronal deficit they carry and their desperation to manipulate.

Right now they sell us that going third reinforces them for the cup final and they will tell us that this is now the prestigious title."
6,"They have stolen so much for years that they are the only ones who have been stoking the Negreira case for weeks in such a sick and obsessive way that they themselves give themselves away. They're adorable at the dairy farm

#barcagate #negreiragate"
6,"The 0-4 for the whole dairy farm's premise is historic, but when BarÃ§a won the Bernabeu 2 - 6, it was thanks to Negreira."
6,"I love seeing people raving about the Negreira theme. Let them accept that they have been fooled by the Dairy Plant and that they stop making a fool of themselves. Not a single proof that the 7M have served to condition anything. Of course, wanting to know who was getting their hands on the box."
6,"If they don't bomb the Camp Nou and they don't shoot the President of Barcelona, I'm satisfied, the dairy farm in Madrid is extremist and malicious.
These are the payments that BarÃ§a made to Negreira https://t.co/ezOCl0wxUz via @sport"
6,"BarÃ§a vs Madrid. We are already winning with half a championship in the stock market, but we will continue to talk about the Negreira case. 

Don Florentino's dairy farm is at the Merengue service. 

Som-Hi BarÃ§a https://t.co/rzTwhz8uwt"
6,"The biggest pantomime that the dairy farm has tried to sell is that the style (the one that won them the world cup and euros) was dead. Allow me, Your Honor, the style never died and will be remembered for all eternity, and it really sucks that it was patented in Can BarÃ§a..."
7,"If Real Madrid is eliminated today, you bet that the milk center takes 2 minutes to crucify Modric and Benzema and maybe even Ancelotti."
7,"ğŸ“Œ Calculators looking for the relegation of Valencia, generalization of more than 46,000 fans as racists, centralist victimization and whitewashing of the elimination of the Champions League.

ğŸš¨ Welcome to the Mesetaria Milk Center. Do they know who is defending them? The local journalist."
7,"Look at the banner. The merit is not to make yourself. 
With all the speakers of the milk plant at the service of the National Madridism. How lucky not to be from that scourge https://t.co/a0x5U1Iqlv"
7,The thing about the dairy plant in Madrid that is at the cost of selling your. What bothered them was that HAALAND chose City and Guardiola rubbed their faces from 2010 to 2013 and wore a yellow ribbon. Embarrassing https://t.co/bne5c4IByM
7,The media campaign of the milk farm begins to discredit and detract from the value of the League because everything points to BarÃ§a de Xavi winning it. It's a damn shame that the gentlemen of @ElGolazoDeGol ask the question of â€œdoes this Liga have value?â€
7,"24 hours later, they are still choking, moving all the machinery of the dairy plant from the capital using fake videos and using all of Florentino's marketing.

Disgust of racism, disgust of Real Madrid and disgust of the capital"
7,The dairy farm keeps giving him that I hit you. Diego LÃ³pez's goal doesn't come anywhere. We only talk about the stupid Madrid player of color. One more of the many in the plateau squad and the only one that has problems in all the stadiums. And we don't talk about the Champions League either
7,"What happens... maybe they want to go back to Franco's time; when Madrid doesn't win anything, the milk plant and its crap are activated.
All the keys to the sudden decision in the VAR https://t.co/TTHZcRMzWe"
7,Today we talk about everything but the BAD GAME OF MADRID. This is how they are always looking to cover up their shortcomings and even more so when they have the dairy farm on their side.
7,"I think that if they hadn't eliminated Madrid from the Champions League, and the league wasn't decided with ridicule on its part, the dairy center wouldn't be creating fake videos, nor would Ancelotti lie in the press room... it would be as normal as when the Bernabeu called Guardiola a fag"
8,Fuck central lechera ğŸ¤¡ğŸ€ https://t.co/qw8Sp1z981
8,"Bastards, them and you, Central Lechera ğŸ€ https://t.co/D0f6tKC9mD"
8,"I suppose that with what a package Lucho is, the meringues and journalists from Central Lechera will be calm and thinking about the semis... https://t.co/B6n4ek3iQU"
